image_id,class_id,class_name,class_folder,image_name,image_path,image_full_path,split,is_train,bbox_x,bbox_y,bbox_width,bbox_height
6421,110,110.Geococcyx,110.Geococcyx,Geococcyx_0028_104751.jpg,110.Geococcyx/Geococcyx_0028_104751.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0028_104751.jpg,train,1,139.0,3.0,358.0,254.0
6422,110,110.Geococcyx,110.Geococcyx,Geococcyx_0116_104240.jpg,110.Geococcyx/Geococcyx_0116_104240.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0116_104240.jpg,test,0,78.0,78.0,299.0,146.0
6423,110,110.Geococcyx,110.Geococcyx,Geococcyx_0086_104755.jpg,110.Geococcyx/Geococcyx_0086_104755.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0086_104755.jpg,train,1,267.0,224.0,163.0,152.0
6424,110,110.Geococcyx,110.Geococcyx,Geococcyx_0079_104249.jpg,110.Geococcyx/Geococcyx_0079_104249.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0079_104249.jpg,test,0,78.0,40.0,421.0,271.0
6425,110,110.Geococcyx,110.Geococcyx,Geococcyx_0063_104250.jpg,110.Geococcyx/Geococcyx_0063_104250.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0063_104250.jpg,test,0,150.0,125.0,164.0,103.0
6426,110,110.Geococcyx,110.Geococcyx,Geococcyx_0059_104258.jpg,110.Geococcyx/Geococcyx_0059_104258.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0059_104258.jpg,test,0,112.0,162.0,181.0,121.0
6427,110,110.Geococcyx,110.Geococcyx,Geococcyx_0038_104266.jpg,110.Geococcyx/Geococcyx_0038_104266.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0038_104266.jpg,train,1,43.0,128.0,317.0,365.0
6428,110,110.Geococcyx,110.Geococcyx,Geococcyx_0133_104267.jpg,110.Geococcyx/Geococcyx_0133_104267.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0133_104267.jpg,test,0,53.0,53.0,295.0,144.0
6429,110,110.Geococcyx,110.Geococcyx,Geococcyx_0041_104273.jpg,110.Geococcyx/Geococcyx_0041_104273.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0041_104273.jpg,train,1,8.0,117.0,279.0,340.0
6430,110,110.Geococcyx,110.Geococcyx,Geococcyx_0139_104277.jpg,110.Geococcyx/Geococcyx_0139_104277.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0139_104277.jpg,test,0,159.0,150.0,139.0,107.0
6431,110,110.Geococcyx,110.Geococcyx,Geococcyx_0015_104792.jpg,110.Geococcyx/Geococcyx_0015_104792.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0015_104792.jpg,test,0,20.0,58.0,249.0,429.0
6432,110,110.Geococcyx,110.Geococcyx,Geococcyx_0027_104291.jpg,110.Geococcyx/Geococcyx_0027_104291.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0027_104291.jpg,test,0,43.0,75.0,207.0,262.0
6433,110,110.Geococcyx,110.Geococcyx,Geococcyx_0065_104806.jpg,110.Geococcyx/Geococcyx_0065_104806.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0065_104806.jpg,train,1,10.0,128.0,268.0,244.0
6434,110,110.Geococcyx,110.Geococcyx,Geococcyx_0048_104817.jpg,110.Geococcyx/Geococcyx_0048_104817.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0048_104817.jpg,test,0,70.0,161.0,369.0,184.0
6435,110,110.Geococcyx,110.Geococcyx,Geococcyx_0075_104334.jpg,110.Geococcyx/Geococcyx_0075_104334.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0075_104334.jpg,train,1,19.0,21.0,421.0,362.0
6436,110,110.Geococcyx,110.Geococcyx,Geococcyx_0047_104259.jpg,110.Geococcyx/Geococcyx_0047_104259.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0047_104259.jpg,train,1,0.0,9.0,490.0,330.0
6437,110,110.Geococcyx,110.Geococcyx,Geococcyx_0108_104350.jpg,110.Geococcyx/Geococcyx_0108_104350.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0108_104350.jpg,test,0,110.0,43.0,358.0,275.0
6438,110,110.Geococcyx,110.Geococcyx,Geococcyx_0012_104352.jpg,110.Geococcyx/Geococcyx_0012_104352.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0012_104352.jpg,test,0,100.0,46.0,332.0,213.0
6439,110,110.Geococcyx,110.Geococcyx,Geococcyx_0095_104358.jpg,110.Geococcyx/Geococcyx_0095_104358.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0095_104358.jpg,train,1,113.0,49.0,274.0,321.0
6440,110,110.Geococcyx,110.Geococcyx,Geococcyx_0096_104369.jpg,110.Geococcyx/Geococcyx_0096_104369.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0096_104369.jpg,train,1,146.0,137.0,272.0,207.0
6441,110,110.Geococcyx,110.Geococcyx,Geococcyx_0009_104372.jpg,110.Geococcyx/Geococcyx_0009_104372.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0009_104372.jpg,train,1,157.0,62.0,301.0,204.0
6442,110,110.Geococcyx,110.Geococcyx,Geococcyx_0011_104779.jpg,110.Geococcyx/Geococcyx_0011_104779.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0011_104779.jpg,test,0,88.0,119.0,411.0,191.0
6443,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0114_104960.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0114_104960.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0114_104960.jpg,train,1,115.0,104.0,166.0,120.0
6444,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0032_106521.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0032_106521.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0032_106521.jpg,train,1,169.0,85.0,182.0,260.0
6445,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0022_105501.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0022_105501.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0022_105501.jpg,test,0,166.0,89.0,237.0,239.0
6446,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0036_105904.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0036_105904.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0036_105904.jpg,train,1,50.0,144.0,445.0,176.0
6447,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0046_104998.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0046_104998.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0046_104998.jpg,train,1,84.0,92.0,262.0,263.0
6448,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0041_105002.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0041_105002.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0041_105002.jpg,train,1,73.0,62.0,250.0,246.0
6449,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0086_105005.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0086_105005.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0086_105005.jpg,test,0,90.0,190.0,120.0,169.0
6450,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0108_105023.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0108_105023.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0108_105023.jpg,test,0,50.0,118.0,268.0,189.0
6451,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0089_106055.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0089_106055.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0089_106055.jpg,test,0,136.0,93.0,138.0,154.0
6452,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0071_105040.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0071_105040.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0071_105040.jpg,train,1,70.0,76.0,260.0,177.0
6453,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0059_106086.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0059_106086.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0059_106086.jpg,test,0,61.0,61.0,214.0,125.0
6454,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0115_105575.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0115_105575.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0115_105575.jpg,test,0,58.0,111.0,374.0,246.0
6455,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0073_106097.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0073_106097.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0073_106097.jpg,train,1,89.0,16.0,252.0,256.0
6456,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0091_105076.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0091_105076.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0091_105076.jpg,test,0,191.0,138.0,180.0,112.0
6457,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0007_106101.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0007_106101.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0007_106101.jpg,train,1,140.0,86.0,128.0,154.0
6458,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0024_105593.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0024_105593.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0024_105593.jpg,train,1,151.0,85.0,215.0,141.0
6459,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0125_105594.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0125_105594.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0125_105594.jpg,test,0,46.0,75.0,299.0,321.0
6460,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0100_105106.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0100_105106.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0100_105106.jpg,train,1,149.0,108.0,124.0,161.0
6461,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0019_106132.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0019_106132.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0019_106132.jpg,train,1,66.0,40.0,173.0,418.0
6462,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0052_105120.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0052_105120.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0052_105120.jpg,train,1,176.0,129.0,194.0,120.0
6463,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0075_106153.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0075_106153.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0075_106153.jpg,test,0,115.0,186.0,228.0,211.0
6464,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0103_105137.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0103_105137.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0103_105137.jpg,train,1,183.0,175.0,224.0,184.0
6465,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0119_105138.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0119_105138.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0119_105138.jpg,train,1,96.0,128.0,170.0,330.0
6466,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0069_73908.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0069_73908.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0069_73908.jpg,test,0,276.0,146.0,168.0,195.0
6467,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0088_105663.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0088_105663.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0088_105663.jpg,test,0,252.0,79.0,112.0,340.0
6468,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0118_105157.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0118_105157.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0118_105157.jpg,test,0,17.0,46.0,267.0,349.0
6469,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0106_105437.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0106_105437.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0106_105437.jpg,test,0,136.0,101.0,321.0,202.0
6470,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0033_105686.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0033_105686.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0033_105686.jpg,train,1,159.0,15.0,193.0,293.0
6471,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0048_106215.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0048_106215.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0048_106215.jpg,train,1,174.0,143.0,307.0,147.0
6472,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0025_104828.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0025_104828.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0025_104828.jpg,test,0,190.0,144.0,115.0,166.0
6473,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0002_105195.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0002_105195.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0002_105195.jpg,test,0,163.0,189.0,114.0,163.0
6474,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0028_106221.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0028_106221.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0028_106221.jpg,test,0,139.0,42.0,287.0,216.0
6475,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0109_105710.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0109_105710.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0109_105710.jpg,train,1,110.0,88.0,231.0,272.0
6476,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0064_106225.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0064_106225.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0064_106225.jpg,test,0,60.0,55.0,330.0,289.0
6477,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0127_105742.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0127_105742.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0127_105742.jpg,train,1,79.0,117.0,244.0,248.0
6478,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0128_105238.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0128_105238.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0128_105238.jpg,train,1,178.0,17.0,141.0,288.0
6479,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0011_104921.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0011_104921.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0011_104921.jpg,train,1,13.0,200.0,217.0,273.0
6480,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0055_105246.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0055_105246.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0055_105246.jpg,train,1,21.0,58.0,224.0,166.0
6481,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0018_26407.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0018_26407.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0018_26407.jpg,train,1,24.0,90.0,389.0,249.0
6482,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0120_105777.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0120_105777.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0120_105777.jpg,test,0,96.0,62.0,197.0,237.0
6483,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0116_105286.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0116_105286.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0116_105286.jpg,train,1,219.0,100.0,216.0,143.0
6484,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0126_106316.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0126_106316.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0126_106316.jpg,test,0,54.0,77.0,218.0,292.0
6485,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0123_105849.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0123_105849.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0123_105849.jpg,test,0,182.0,53.0,226.0,265.0
6486,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0039_106367.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0039_106367.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0039_106367.jpg,test,0,127.0,74.0,333.0,173.0
6487,111,111.Loggerhead_Shrike,111.Loggerhead_Shrike,Loggerhead_Shrike_0101_105392.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0101_105392.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0101_105392.jpg,test,0,26.0,107.0,228.0,200.0
